Date,news,Adj Close
2012-02-23,The muhurat trading session conducted 75 minutes tomorrow Diwali day NSE BSE Moneycontrolcom got Vivek K Negi VP Sell Punjab keep tight stop loss It also important see context market If market willing go,115.06513999999999
2012-02-22,In CNBCTV18s popular show Bulls Eye Aashish Tater FortuneWizardcom shares trading strategy dayBulls Eye CNBCTV18s popular game show market experts come together dish trading strategies make week exciting,117.824867
2012-02-17,SP Tulsian sptulsiancom recommends investors book profits Tata Coffee shares surged today The stock hit Rs 155770 NSE,123.52791599999999
2012-02-16,With September quarter earnings season concluded analysts taking stock numbers hits missesAs market enters another volatile week cherry picked stocks SP Tulsian sptulsiancom,121.250153
2012-08-02,The Securities Appellate Tribunal SAT directed Sebi complete probe Investment Services IPO matter within two months fa,96.667282
2012-07-02,The prospect revival debtridden Suzlon Energy brightened Finally banks admitted companys 11000 crore loans corporate debt r,107.99776499999999
2012-04-02,appoints Ms Beetal Financial new Share Transfer Agent,106.602364
2012-03-02,The finance ministry majority stake holder stateowned banks directed public sector lenders strengthen recovery process,109.43668400000001
2012-02-02,revises interest rates FCNRB deposits,109.33339699999999
2012-01-31,Punjab may slip Rs 695 says Jai Bala cashthechaoscom,107.996559
2012-01-30,Buy Punjab says Sudarshan Sukhani s2analyticscom It trading range verge breaking trading,109.61453999999999
2012-01-25,Union looking good current levels says Sudarshan Sukhani s2analyticscom,114.858597
2012-01-24,top picks says Atul Badkar Edelweiss Securities,115.04793500000001
2012-01-23,Sudarshan Sukhani s2analyticscom view verge moving Rs 850 one buy stock one buy,110.285812
2012-01-13,Credit ratings agency Moodys lowered rating outlook Punjab Baroda stable negative account,102.68366999999999
2012-11-01,Manoj Murlidharan Vayalar IIFL PReMIA view Power Finance Corporation go upto Rs 202,99.72545600000001
2012-10-01,According IIFL traders buy Punjab January future Rs 8635 target Rs 9035 stoploss Rs 8435Banking financials stocks gained Banking Bill cleared Lok Sabha yesterday Experts believe new Banking Amendment Bill would pave,110.34612299999999
2013-02-01,Sanjay Dutt Director Quantum Securities advises accumulate Punjab correction PSU theme play 201415 jusAccording Sudarshan Sukhani s2analyticscom one may buy Punjab dipsManas Jaiswal manasjaiswalcom suggests buying Future Retail target Rs 77 India target Rs 240,119.387947
2013-01-01,Gopi Suvanam Founder InvestWorks suggests going long State India shorting Punjab,118.406158
2013-12-26,canara bob looking good say sudarshan sukhanic choksi come report new year pick reliance capital jsw energy india punjab aditya birlajitender kumar sbicap security bullish jindal steel power baroda punjab banksee upside punjab say siddharth bhamre angel brokingshow super six market guru vishal malkan arunesh madan augment investment vishal kshatriya edelweiss p,101.38744399999999
2013-12-16,upside seen bob canara sbi say sudarshan sukhani,91.34404
2013-11-12,fair trade regulator cci approved per cent stake purchase punjab metlife india insurance comppunjab appointed six chartered accountant firm statutory central auditor year,81.62383299999999
2013-02-12,punjab today said received regulatory approval acquiring percent stake metlife india insurance following thpunjab received regulatory approval including ccl acquiring stake metlife india insurance closingpublic sector lender punjab rose much percent intraday friday foreign research firm clsa upgraded,114.19369499999999
2013-11-29,finance ministry asked public sector review exposure operation like insurance venture conserve capital pro,88.863487
2013-11-21,punjab capability test r level next month say kunal bothra lkp,83.62767
2013-11-19,angel broking come quarterly earning estimate banking sector research firm continues prefer private given,88.709969
2013-11-14,interview rajiv mehta iifl india said broking firm bullish indian banking sector particularly private,84.16902900000001
2013-11-13,january punjab acquired stake metlife india insurance ltdpunjab may slip r say anil manghnani modern share stock broker,81.615753
2013-10-29,punjab informed regarding update issuance equity capital preferential basis government india egm march,81.284477
2013-10-28,public sector lender punjab set announce result third quarter financial year analyst averagepunjab attractive bet say sudarshan sukhani,77.551537
2013-10-25,good investment bet say dilip bhat joint md prabhudas lilladherinterview vaibhav agrawal angel broking reviewed icici punjab union resultpunjab announced result today beat street estimate interview nitin kumar quant brokingcountry second largest public sector lender punjab surprised street third quarter earnings,80.258324
2013-10-24,see upside punjab say sudarshan sukhani,79.93512700000001
2013-10-18,baroda looking good amongst say pramod gubbi sale ambit capitalglobal insurance major metlife tie punjab seen precursor bigger plan companybank net profit dropped nearly percent r crore quarter ending december dented,76.840492
2013-09-10,ananda bhoumik india rating say new debt restructuring norm announced rbi strengthen lending proces,74.941704
2013-09-23,number psu stock country three stock index sensex nifty sx far indicating growing clout priva,78.189842
2013-09-20,finally put end lingering loan recast issue debt ridden kingfisher airline kfa decided recall loan comp,83.312546
2013-09-16,lender wednesday took first step initiate legal process recovering loan nearly r crore kingfisher airline kfavivek gupta partner bmr advisor clearly considers entire situation messy according certainly hierarchy dema,82.10863499999999
2013-04-09,ministry finance set fill vacancy top job nine individual lender interviewed executive dir,91.499573
2013-08-21,show super six market guru vishal malkan arunesh madan augment investment vikrant jadeja place bet,77.454567
2013-08-20,reserve india friday fueled enough optimism india inc mostly bruised economic blue apply new banking lic,77.284897
2013-08-19,l bhel ril sbi top pick say ambareesh baliga market expert,77.503052
2013-07-08,exchange informed shareholder meeting held march unanimously passed special resolution issue,100.23200200000001
2013-07-30,two state owned lender punjab india boi today said received capital infusion r crore follopunjab informed bse receipt allotment money r government india march,91.449074
2013-07-26,show super six market guru rajesh jain religare sec manas jaiswal shardul kulkarni angel broking place thei,95.973854
2013-07-25,punjab submitted bse copy minute extra ordinary general meeting egm shareholder held march,101.104637
2013-07-22,renewed buying seen acc ambuja cement say sp tulsian,104.288155
2013-07-15,sudarshan sukhani advised switching central india state india baroda punjab,107.01109299999999
2013-11-07,punjab top pick banking space say manoj murlidharan iifl,88.160538
2013-03-07,motilal oswal come quarterly earning estimate financial sector research firm expects reform monetary easing co,107.546654
2013-01-07,towards end financial year seasoned chairman believed apply shrewd trick business turn help achieve rbi,119.779335
2013-06-28,dipen sheth research hdfc security see value punjab current level according stock ha,105.17694099999999
2013-06-24,one see upside say sudarshan sukhani,104.82141899999999
2013-06-20,vk sharma hdfc security advised buying tata steel call put lost three percent whereas tata steel gained two percen,111.18843799999999
2013-12-06,second round cobrapost sting operation evoked immediate response across spectrum rajiv takru secretary department financial ser,96.458656
2013-05-06,aftermath cobrapost lender including bob idbi tuesday suspended cumulatively five official allegedly involsudarshan sukhani feel punjab selling opportunity according rally would probably per,98.033836
2013-05-30,sp tulsian said keeping negative view nifty somebody may look level next one weekdespite punjab fourth quarter net profit declining nearly percent vaibhav agarwal angel broking find stock interegister member share transfer book punjab remain closed june june day inclusive fopunjab meeting held may recommended annual dividend r per equity share r fypunjab fourth quarter january march net profit declined nearly percent r crore higher provision,105.87496200000001
2013-05-29,sudarshan sukhani said would buyer psu generally still represent shorting opportunityparag doctor head trading strategy keynote capital ltd expects rally continue towards r maybe even r level curren,106.418922
2013-05-28,portfolio manager pn vijay disappointed way psu reported earnings punjab fourth quarter performance rai,107.533409
2013-05-20,one prefer kotak mahindra punjab say sudarshan sukhani,110.850296
2013-05-15,according sp tulsian view one book profit punjab,109.118866
2013-05-14,universe company diversified nature bse index likely default debt obligation estimated around r lakh croconsortium mostly lender face prospect losing r crore three foreign lender troubled,101.602814
2013-09-05,rbi increased provision new restructured standard loan percent effect june existing percent th,71.52388
2013-07-05,hdfc may slip current level say sudarshan sukhani,101.031914
2013-06-05,amit gupta derivative icici direct feel punjab may drift towards r level breached con,101.470139
2013-04-05,annual general meeting agm punjab held june,95.493103
2013-04-22,sudarshan sukhani recommends selling public sector undertaking psu like punjab baroda bobstate india sbi directed consumer forum pay r customer violating rbi norm refunding,103.679176
2013-04-18,sp tulsian say banking stock like state india india punjab look good,101.695686
2013-04-17,reserve india rbi monday issued master circular revising certain guideline related know customer kyc policy,99.17485
2013-04-16,concerned rising bad loan finance minister p chidambaram wednesday asked focus top defaulter take action,98.239487
2013-03-04,shardul kulkarni angel broking recommends selling punjab public sector undertaking psu banking stock clearly par,103.718987
2013-03-25,reserve india rbi monday slapped penalty nearly r crore among violation know customer kyc anti money,96.07024399999999
2013-03-22,kunal bothra lkp view one may see punjab around r next two three day,96.488167
2013-03-19,motilal oswal expects punjab report percent degrowth degrowth percent net profitnirmal bang expects punjab report percent growth growth percent net profit r,102.153412
2013-03-18,according rakesh sethi term deposit also growing good percent whereas credit growth muted extent theref,105.410591
2013-06-03,punjab informed outcome annual general meeting agm held july,100.747047
2013-04-03,finance stability development council fsdc super regulator popularly known market parlance expressed concern,96.428467
2013-02-25,rajesh jain religare security advice buying ranbaxy laboratory target r selling dlf target r,112.077522
2013-02-20,reserve india rbi wednesday authorized commercial accept payment income tax due mumbai state india,114.923424
2013-02-18,rakesh gandhi frr share suggests selling punjab target r buying tech mahindra target r,112.800606
2013-02-13,sudarshan sukhani recommends staying invested punjab,112.833771
2013-12-02,sahil kapoor edelweiss advises shorting punjab around r target r may keep stoploss r,89.833084
2013-08-02,shardul kulkarni angel broking recommends selling punjab october future stoploss r,84.637665
2013-07-02,manoj murlidharan vayalar iifl recommends buying punjab target r stoploss r,105.88798500000001
2013-04-02,brokerage recommend shorting lic housing finance selling punjab,98.61097
2013-01-02,sudarshan sukhani advises selling hcl technology indian oil corporation ioc buying punjab,120.13756599999999
2013-01-31,sp tulsian negative banking stock expects profit booking baroda,121.013222
2013-01-30,punjab approved issuance equity share face value r amount r crore price may b,110.604836
2013-01-17,mehraboon irani principal pvt client group business nirmal bang security recommends buying public sector undertaking psu devishal malkan malkansview advises holding punjab stock may go r next couple quarter addkr kamath cmd punjab expect loan recast pipeline taper going forwardreference earlier announcement dated october regarding issuance equity capital preferential basis government india,118.15406000000002
2013-01-16,shardul kulkarni angel broking view one may see percent downside public sector undertaking psu current level,117.145729
2013-01-14,gross npa september quarter stood r crore percent higher compared r crore march quartergopi suvanam founder investworks prefers state india sbi punjab,120.13091299999999
2013-10-01,comply regulatory norm brokerage jaypee capital service ltd sold percent stake bourse ncdex thtrouble abg shipyard continue lender opposed country largest private shipbuilder propo,74.642738
2013-07-01,punjab informed extra ordinary general meeting egm held decemberambareesh baliga edelweiss financial service recommends buying punjab baroda lower level,108.069572
2013-04-01,hemant thukral aditya birla money view punjab may touch r,96.176384
2013-03-01,nooresh merani analyse india advises buying nalco target price r chambal fertiliser target price r,104.634445
2013-02-01,punjab informed extraordinary general meeting egm held december clause,119.387947
2013-01-01,manas jaiswal suggests buying future retail target r india target r,118.406158
2014-12-31,vikas khemani president wholesale capital market edelweiss capital advises buying punjab uco percent co,213.696198
2014-12-22,punjab submitted copy minute general meeting egm held december,217.84137
2014-12-16,rakesh sethi ed punjab say end second quarter said worst expectation havreview december quarter result reveal bad loan psu seem stabilised latha venkatesh report detail npaheavy day financial earnings today couple came showed interesting set numbershubham agarwal head technical research motilal oswal security advises selling punjab pullback around rnet profit fell r crore r crore account higher provision tax expense lower incomepunjab informed fixed february record date ascertain entitlement shareholder receiveaccording shardul kulkarni angel broking punjab may test r lower sidesp tulsian feel punjab may slip rpunjab radar part nifty well nifty coming number today e,209.08284
2014-05-12,shubham agarwal motilal oswal security recommends selling punjab target r,162.910416
2014-11-28,gopi suvanam founder investworks view one may avoid banking space,209.170639
2014-11-26,punjab raised r crore capital tier ii basel iii compliant bond,189.08844
2014-11-24,hemen kapadia kr choksey security suggests buying jubilant foodworks target r punjab target r,192.404602
2014-11-21,regulatory approval punjab sold entire stake credit information bureau india cibil transunion international,190.639236
2014-11-19,deven choksey md kr choksey share security prefers baroda state india punjab psu banking space,187.859528
2014-07-11,gopi suvanam founder investworks view punjab good bet within banking space,170.586319
2014-04-11,punjab informed term department financial service ministry finance govt india letter dated march,152.045181
2014-10-31,next year government give capital may think right issue looking big capital next fiscal chairman managing dir,181.578354
2014-10-30,consortium led state india outstanding debt r crore vijay mallya kingfisher aiaccording gautam chhaochharia head india research ubs security one may prefer punjab bankpritesh mehta senior technical analyst iifl advice buying jindal saw target r cesc target r,178.64260900000002
2014-10-29,bhavin desai motilal oswal security recommends buying call advises selling call,176.496872
2014-10-21,punjab raised r crore capital basel iii compliant bond,181.890472
2014-10-20,punjab informed regulatory approval sold entire percent stake india factoring financial solution,186.377014
2014-10-16,punjab raised r crore capital basel iii compliant bond aprilambareesh baliga edelweiss financial service prefers state india punjab baroda,178.866928
2014-10-13,abhijit paul alphative advisor view one may book profit punjab around r,179.520401
2014-09-26,krish subramanium asit c mehta investment intermediate view one may book profit punjab natiobal,174.575455
2014-09-25,punjab opened new branch across country mark foundation day started operation,169.728027
2014-09-24,sudarshan sukhani recommends buying hero motocorp punjab maruti suzuki,180.84686299999998
2014-09-22,sudarshan sukhani recommends buying punjab one better within psu banking space advises,192.980042
2014-09-16,kunal bothra lkp security suggests buying dewan housing finance corporation target r zee entertainment enterprise,188.06436200000002
2014-09-15,nitin kumar banking financial analyst quant capital upbeat psu like boi bob,194.998978
2014-09-09,amit trivedi recommends buying punjab advises selling baroda,185.567474
2014-04-09,sudarshan sukhani recommends buying stock may outperformvishal kshatriya edelweiss suggets buying axis target r baroda target r,152.63038600000002
2014-01-09,sp tulsian advises exiting punjab around rvaibhav agarwal belief recent outperformance nothing expectation result basic theme right elecprovisioning bad loan rose per cent r crore quarter r crore period year ago,97.791847
2014-08-22,normally consortium lending individual take decision later endorsed group lender well case,192.033966
2014-08-19,krchoksey bullish punjab recommended accumulate rating stock target r may,182.875565
2014-08-14,psus expected see higher operating leverage faster improvement roe going ahead say macquariepritesh mehta iifl recommends buying cummins india target r arvind target r,177.579483
2014-12-08,hemen kapadia kr choksey security recommends buying hdfc target r aurobindo pharma target r,216.622208
2014-07-08,chairman chief executive mushtaq ahmed last october said lender considering fully exit investment,181.83194
2014-07-30,aditya agarwal security advises buying dr reddy laboratory target r selling punjab target,190.844055
2014-07-28,punjab informed annual general meeting agm held june,183.324219
2014-07-25,hemen kapadia kr choksey security advises buying adani enterprise target r ambuja cement target r,180.18364
2014-07-15,parag thakkar hdfc security prefers state india punjab baroda,180.84686299999998
2014-07-07,following measure brokerage expecting stock expected benefit budget,189.18598899999998
2014-04-07,dhirendra tiwari antique institutional equity prefers punjab baroda psu banking space,146.749115
2014-02-07,punjab informed regarding proceeding annual general meeting held juneaccording bnp paribas excluding oil marketing company company track likely grow percent basis,89.800758
2014-01-07,interview gauri shankar ed discus result future plan,97.33129100000001
2014-06-30,sudarshan sukhani recommends buying punjab,193.545746
2014-06-16,prabhudas lilladher bullish punjab recommended accumulate rating stock target r july,184.66043100000002
2014-05-06,ambareesh baliga independent market expert view one may stay away psu,153.205826
2014-05-28,krchoksey bullish punjab recommended accumulate rating stock target r july,189.634628
2014-05-26,according report dna quoted finance ministry r crore loan sanctioned union india ubi withdrawn depos,199.524551
2014-05-22,sudarshan sukhani recommends buying ultratech cement punjab havells indiaunited part consortium lender bhushan steel part additional lending company said deepak narang ed,192.160767
2014-05-14,pritesh mehta senior technical analyst iifl recommends holding state india stock may test rpritesh mehta senior technical analyst iifl view punjab may test rvk sharma hdfc security recommends buying punjab call state india call,162.76413
2014-05-13,united declared kingfisher airline promoter vijay mallya process sending formal,156.102585
2014-12-05,punjab raising r crore basel iii compliant bond annual coupon private placement basis septembermarket expert ambareesh baliga cautious public sector undertaking psu,218.85571299999998
2014-08-05,manas jaiswal recommends buying punjab stock may test r next one two trading session,190.48318500000002
2014-06-05,hemant thukral aditya birla money view punjab may test r,193.896866
2014-04-28,parag thakkar hdfc security prefers state india baroda punjab largecap psu bankcredit growth around percent currently expected touch percent end,155.244278
2014-04-23,watch interview p phani sekhar fund angel broking kunal bothra head advisory lkp sumaira abidi nigelbank hurry raise capital modus operandi fixed post equity infusion plan say kr kamath cmd punja,157.038895
2014-04-21,yogesh mehta motilal oswal view punjab may test rsupreme court said order become operational six month inquiry coal block allocation case likely continue,157.077911
2014-09-04,rajat bose view one may avoid punjab india,183.860641
2014-04-04,sudarshan sukhani recommends buying glenmark pharma punjab tata consultancy service,146.63206499999998
2014-03-04,mayuresh joshi vice president institution angel broking bullish stance axis icici,110.369064
2014-03-31,punjab missed street expectation parameter second quarter ending september owing higher employee provisionpunjab missed street expectation parameter second quarter net profit rising percent expected growthprofit increased r crore quarter r crore quarter last year due higher income,145.110535
2014-03-28,dolat capital bullish punjab recommended accumulate rating stock target r october,146.349213
2014-03-25,siddarth bhamre angel broking view one may avoid midcap space,130.558517
2014-03-13,brokerage house religare capital bullish punjab recommended rating stock target price rkrchoksey bullish punjab recommended accumulate rating stock target price r october,120.210197
2014-11-03,amit harchekar chief technical strategist plus analytics recommends shorting punjab target rbrokerage house prabhudas lilladher bullish punjab recommended rating stock target price,185.245621
2014-07-03,vishal kshatriya edelweiss advises buying idea cellular target r punjab target r,193.30191000000002
2014-02-28,sudarshan sukhani view one may take positional trade punjab stock verge sig,107.716148
2014-02-24,top stock keep eye november hdfc apollo hospital itc mcx ongc greenply industry siemens sbi lanco,105.17051699999999
2014-02-20,vk sharma head private broking wealth management hdfc security recommends buying call,103.61972800000001
2014-02-18,rahul shah motilal oswal security recommends buying punjab target r,105.921524
2014-06-02,kunal bothra lkp security view punjab may test r,190.824539
2014-01-31,watch interview kunal bothra head advisory lkp security shared reading outlook specific stock sector feroze azeeztop stock focus december infosys tv motor hindustan petroleum corporation limited hpcl indian oil corporation ioc sta,88.483734
2014-07-01,mayuresh joshi angel broking view baroda state india india canara punjab look,194.38453700000002
2015-12-31,gaurav bissa derivative analyst lkp security view one may stay invested state indiagaurav bissa derivative analyst lkp security view one may stay invested punjab bankbanker retreat gyan sangam saw banking official conduct various seminar group discussion key issue ensuring greatertop stock focus january infosys indiabulls housing sbi manjushree tech ashok leyland ttml cadila health l,115.699997
2015-12-30,rajat bose advises buying punjab,117.800003
2015-12-29,harendra kumar elara capital prefers punjab psu banking spaceaccording harendra kumar elara capital one may prefer axis punjab,120.0
2015-12-28,airline stated much money borrowed could reached comment also could reached commentvibhav kapoor il f overweight psu banking space advises investing,120.449997
2015-12-24,manas jaiswal recommends selling tata steel punjab,120.099998
2015-12-22,mahantesh sabarad deputy sbicap security view one may prefer,120.650002
2015-12-21,siddarth bhamre angel broking recommends shorting state india punjab,122.550003
2015-12-15,sudarshan sukhani recommends buying indraprastha gas asian paint,121.550003
2015-12-14,suzlon said repay domestic term loan worth r crore proceeds sale german arm senvion,124.699997
2015-08-12,amit harchekar plus analytics view may test r,152.699997
2015-01-12,nooresh merani ceo analyse india view one may stay invested punjab,203.796524
2015-11-30,sudarshan sukhani view one may look state india punjab baroda,144.399994
2015-11-27,siddarth bhamre angel broking view one may look sbi icici,144.300003
2015-11-26,net profit r crore quarter financial year gross npa percentage tot,139.949997
2015-11-24,sudarshan sukhani advises buying punjab one may prefer maruti suzuki,138.0
2015-11-23,punjab informed bse raised r crore basel iii compliant perpetual debt instrument nature,138.800003
2015-11-18,would issue crore share price r apiece government raising r crore form equity capital,136.149994
2015-11-17,sudarshan sukhani view one may look suzlon energy,140.850006
2015-11-16,top stock focus february wockhardt federal bharti airtel idea cellular reliance communication state india p,140.149994
2015-09-11,r sreesankar head institutional equity prabhudas lilladher view one may look financial service,134.5
2015-06-11,interview jignesh shial banking analyst idbi capital share view announcement change psutop stock focus february gmr infra century textile baroda punjab india canara idbi b,129.183289
2015-05-11,amit harchekar plus analytics advises shorting punjab current level,145.422653
2015-10-29,top stock focus march punjab ashok leyland cairn india reliance infrastructure pipavav defence jinda,128.850006
2015-10-21,chandan taparia anand rathi security recommends selling hindalco industry punjab,135.75
2015-10-20,manoj murlidharan religare security recommends buying state india target r punjab target r,138.199997
2015-08-10,top stock focus march top stock focus march idea unitech sbi dlf fortis jp associate uco,159.100006
2015-07-10,top stock keep eye march icici infosys jspl usha martin cnx psu index india gujarat fluoro ta,145.100006
2015-09-30,according mayuresh joshi angel broking one may stay invested punjab,133.25
2015-09-28,sudarshan sukhani recommends shorting oriental commerce punjab dena andhra uco,134.850006
2015-09-24,chandan taparia anand rathi security recommends selling punjab coal india,135.850006
2015-09-18,manas jaiswal recommends buying biocon advises selling pnbsameet chavan angel broking view one may exit punjab around rsiddarth bhamre angel broking view one look india punjab larsen toubro,138.550003
2015-09-16,watch interview mayuresh joshi angel broking answer stock query kalpesh ashar full circle financial planner advisorpunjab informed bse capital fund tune r crore received govt india marchtop stock keep eye april hpcl hcl tech jp power zuari agro chambal fertiliser gammon infra eclerx kalpataru pow,136.5
2015-09-14,mayuresh joshi fund manager pm angel broking view axis yes top picksudarshan sukhani view one may exit india cement punjab,137.199997
2015-10-09,kunal saraogi equityrush recommends buying punjab century textile industrypunjab submitted bse copy minute extraordinary general meeting egm shareholder held march,138.149994
2015-04-09,tushar mahajan head listed future option india nomura financial advisory view one may prefer icici state,157.955719
2015-01-09,vineet bhatnagar md phillip capital view one may keep india punjab state india portfolio,201.504486
2015-08-31,vk sharma hdfc security recommends buying dlf put put tv motor company put,144.850006
2015-08-24,dipan mehta member bse nse view one may look state india,142.600006
2015-08-19,sudarshan sukhani view one may prefer punjab yes,168.0
2015-08-18,mehraboon irani nirmal bang security view one may look indusind bankdevang mehta anand rathi financial service view one may prefer private sector,170.600006
2015-08-17,even single big account pipeline far restructuring concernedpunjab reported disappointing set number fourth quarter net profit falling percent r crorepunjab disappointed street friday fourth quarter profit falling percent r crore dented l,173.300003
2015-08-13,krchoksey bullish punjab recommended accumulate rating stock target price r researchkrchoksey bullish punjab recommended accumulate rating stock target price r research,152.850006
2015-07-08,according parag jariwala research banking financial service religare capital reason excited,142.449997
2015-07-31,punjab informed annual general meeting agm held june,151.0
2015-07-30,kotak institutional equity bullish four private one public post fourth quarter number,151.100006
2015-07-29,dipan mehta member bse nse view one need get neutral slightly underweight,137.649994
2015-07-28,gaurav bissa lkp security recommends buying ashok leyland titan company advises selling punjab,141.850006
2015-07-22,department financial service earlier sought application post md ceo punjab baroda indiaram sangapure ed punjab said already made capital requirment presentation government,139.050003
2015-10-07,mehraboon irani nirmal bang security view kec international still good bet,138.949997
2015-09-07,bhushan steel ltd bsl received lender approval restructuring r crore loan scheme reserve bankexpect around percent profit tax pat growth private stable operating profit ppop growth p,127.900002
2015-08-07,move aimed improving ease business exporter importer commerce secretary rita teaotia said step help exp,159.899994
2015-07-07,union friday demanded merger beleaguered lender dhanlaxmi nationalised alleging mismanagement,145.100006
2015-06-30,account wilful defaulter reported rbi list updated website rbi punjab execugauri shankar md ceo punjab spoke post quarterly result announcement,138.800003
2015-08-06,sudarshan sukhani recommends staying punjab union indiabank also talking lending partner carrying swap would dilute stake existing shareholder,161.949997
2015-04-06,sudarshan sukhani view one may avoid psu feel private sector name opportunity,144.983734
2015-05-28,according rajat bose punjab may touch r sustains r baroda may slip r,152.396301
2015-05-27,manav chopra networth stock broking advises buying siemens target r,149.470291
2015-05-13,declared dividend percent face value r per sharevk sharma hdfc security recommends buying punjab call,141.277466
2015-11-05,pritesh mehta iifl recommends selling punjab stock may head lower test r,129.600006
2015-08-05,hemant thukral aditya birla money view one may prefer union canara feel psu may move percentsudarshan sukhani view one may avoid barodasandip sabharwal view one may prefer punjab union india baroda state,159.0
2015-04-27,two lender among public sector including sbi punjab baroda canara idbi receive tota,155.712433
2015-04-17,earlier month government decided infuse total r crore public sector including sbi idbi baroda cpunjab informed bse extraordinary general meeting agm company held september,159.223648
2015-04-16,kunal bothra lkp security view one may look state india baroda india,157.955719
2015-04-15,hemen kapadia kr choksey security recommends buying punjab bharat petroleum corporation,162.58856200000002
2015-04-13,kunal bothra lkp security recommends buying jsw steel punjab banksiddarth bhamre angel broking view hdfc bounce recommends trading icici state india tata motor posit,161.515701
2015-06-04,capital infusion lic way issue equity share preferential basis country largest insurer sa,141.277466
2015-03-31,rahul mohindar view one may keep hdfc punjab baroda portfolio,140.83856200000002
2015-03-27,august government announced capital infusion public sector including sbi idbi baroda canara dena,143.1306
2015-03-26,extraordinary general meeting egm held mangaluru today also approved issue crore equity share lic worth r,144.496063
2015-03-25,punjab informed bse consequent upon receipt capital fund tune r crore government india septsudarshan sukhani view psu look attractive feel oriental commerce state india p,151.664795
2015-03-23,last week eight public sector including sbi punjab baroda allotted equity share preferential basis,159.07736200000002
2015-03-16,kiran jadhav precision investment service veiw one may prefer reliance communication advises looking tv motor bobsudarshan sukhani view one may prefer canara baroda andhra punjab,163.320068
2015-12-03,siddarth bhamre angel broking view one may prefer state india punjab,136.350006
2015-09-03,punjab submitted minute extra ordinary general meeting egm company held september,130.800003
2015-03-03,gaurav bissa lkp security suggests buying punjab target r,165.075668
2015-02-27,neeraj deewan quantum security view psu part portfoliobank profit increased percent yoy r crore impacted lower income slow growth operating profit net intpublic sector lender say advance loan book quarter ended september rose percent r lakh crore deposit increased,162.052124
2015-02-26,sudarshan sukhani view one may see downside icici public sector undertaking,155.614914
2015-02-24,pritesh mehta iifl advises buying allcargo logistics punjab reliance infrastructureprabhudas lilladher bullish punjab recommended accumulate rating stock target price r researc,157.370514
2015-02-18,rajat bose feel punjab may test r,163.807724
2015-12-02,pact swift india domestic service act channel payment cash management trade finance treasury transaction citisudarshan sukhani advises buying psu banking stock,139.600006
2015-11-02,pact swift india domestic service act channel payment cash management trade finance treasury transaction citi,129.449997
2015-06-02,punjab informed bse extra ordinary general meeting egm held januaryvk sharma hdfc security recommends buying call,148.007278
2015-03-02,rahul mohindar view axis sbi worthy pick,161.661987
2015-01-28,rahul mohindar view icici may test r,201.60201999999998
2015-01-23,also offer customer credit facility scheme repair renovation damaged house overdraft facility e,202.040909
2015-01-22,mayuresh joshi angel broking view one may prefer axis icici bankmanas jaiswal advises selling punjab target r,207.551575
2015-01-21,chandan taparia derivative technical analyst anand rathi security recommends selling syndicate bhelrbi met boss recently take stock bad loan problem outline step would help clean balance shee,210.67263799999998
2015-01-20,rakesh bansal rk global advises buying ashoka buildcon target r,204.089127
2015-01-16,manas jaiswal advises selling punjab suggests buying reliance communicationsiddarth bhamre angel broking view one may look punjab banksameet chavan angel broking advises exiting punjab around r,199.992722
2015-01-14,sudarshan sukhani advises buying ntpc hero motocorpchandan taparia anand rathi security advises selling punjab target r,198.042038
2015-01-13,ambareesh baliga market expert view one may look state india punjab baroda,202.23599199999998
2015-12-01,sp tulsian view one may stay away psu banking stock,143.800003
2015-09-01,government approved sanctioned release crore december towards contribution preferential allotment,134.800003
2016-12-21,gaurav bissa lkp security recommends selling punjab target r,120.550003
2016-12-15,ashish kyal recommends selling india voltachandan taparia derivative technical analyst anand rathi security recommends selling punjab target rshubham agarwal motilal oswal security recommends selling stock head rprakash gaba recommends shorting hero motocorp feel test r,126.300003
2016-05-12,prakash gaba view one may exit punjab pick indusind bankprakash diwan view one may exit punjab,79.349998
2016-11-29,rajat bose recommends shorting icici taregt r like state indiarajat bose recommends selling larsen toubro punjab,136.100006
2016-11-21,rajat bose recommends buying tech mahindra reliance industry,136.449997
2016-11-18,para bothra ashika stock broking advises buying berger paint target r,149.75
2016-11-17,housing finance plan raise usd million r crore external commercial borrowing ecb fund affordable housing seg,147.600006
2016-11-16,gaurav ratnaparkhi sharekhan suggests buying bharat forge target r,148.800003
2016-11-15,domestic comply standard march require higher capital base prtotect finaninterview jiji mammen ceo mudra said baroda india punjab discussion,154.699997
2016-08-11,prakash gaba recommends shorting tata motor feel may test r,116.25
2016-05-11,interview usha ananthasubramanian punjab spoke united brewery holding,79.5
2016-04-11,according pankaj jain sw capital one may remain invested punjab,83.050003
2016-03-11,earlier week punjab one consortium declared kingfisher airline guarantor vijay mallya united brewerieknown flamboyance hosting lavish party even company declared defaulter lender mallya also said everybody,81.849998
2016-10-24,borrower punjab belief wherewithal paybank recently declared beleaguered kingfisher airline guarantor ub holding vijay mallya wilful defaulter kingfisher airlinerajat bose recommends selling pidilite industry punjab bankashwani gujral recommends buying ultratech cement biocon cesc advises selling engineer india obc,147.050003
2016-10-21,sudarshan sukhani recommends selling crompton greave volta bhel,147.550003
2016-10-18,ashwani gujral recommends selling ajanta pharma indian oil corporation pnbmanish sharma advises buying volta target r,140.800003
